id,target
649,1.0059709343882717
81136,0.9833779042274828
70762,0.8985090563035413
53935,0.9637595298778732
15476,0.9361267722471286
64797,0.9866528823352558
67412,0.679503632676218
44241,0.8089393287813802
5069,1.00703110027428
16615,1.021747034129148
84281,0.9910509964492853
82623,0.9540910936114765
86475,0.623663428339759
68263,0.882562534404983
113135,0.9310116187192314
45532,0.9736666911042927
102161,1.0102756975759692
84789,0.3970159724151535
62398,0.9586442756454114
70148,0.976972611148318
102487,0.892924701886152
100513,0.8603947017771334
92702,0.8814735697275482
25051,0.7473086601976047
92920,1.005515636280017
25520,0.9393619830812866
81869,0.9691127649292376
75402,0.9845773265954322
34053,0.6570708836871487
21191,0.9860918046032804
10864,0.9885269246936255
6349,0.9569877615241096
85213,0.9782059033229803
17255,0.8976794823620886
108351,0.7827807744832826
51437,0.9403076222779622
88629,0.7919931739206821
85367,0.9999409923696869
12313,0.9131927389824805
71659,0.9644285299486306
35142,0.9975109359130739
62988,0.9845678565591919
8793,0.9234348988904095
11433,1.0019789700479198
30586,1.0046197168746085
53012,0.9489420305203858
87924,0.9760233900428696
106177,0.9593839265018218
63058,0.9268967888771404
99537,0.9473210314385891
35336,0.8656343514600637
78691,0.8979007389387084
16161,0.9721014403606656
94318,0.9689955696005288
96583,0.9947985373813978
104560,0.9397579607514001
19638,1.0186122743359236
26080,0.9576026995114286
113482,0.9910506409538431
82175,0.9746688685606665
1239,0.9458104475854899
32521,0.6974961326797953
68529,1.003450901838752
38882,0.3489419548960315
8299,0.994494118635126
98521,0.9433818919182957
47257,0.9244547252156428
42445,0.9355074236197335
104700,0.5854770803838365
109204,0.983637212057232
20138,0.5292202831166172
28468,0.9999423316258554
94964,0.8362643947113817
59773,0.8717343551806299
17261,1.0100906376097885
9570,0.9166488210515096
55159,0.6892733872928495
82480,0.9796325386762773
51225,0.7128794478834337
53176,0.817686341638343
82883,0.9853364587342608
63590,0.9830864835697473
50906,0.7516624512136678
21635,0.877094278252245
84000,0.8905424055155663
79029,1.0011341936230451
60256,0.9965997010938092
110660,0.8901021311244934
51023,0.9871665921013681
99146,0.9257114059758519
93878,0.982062422832258
93845,0.976161112117587
5364,0.16455399246528393
106612,0.9508817476594915
79928,1.0031115815207543
94761,0.9607297132037163
7126,0.9647387359016322
82176,0.9401432444156334
53475,0.6076480571886373
88108,1.024809799531173
65166,0.9533768432542883
65378,0.9199894815323678
47119,0.9415638818595804
64338,1.0130335964771227
48872,0.9164894375149354
26061,1.0100747463887834
78191,1.0059299286035916
108224,0.9979285300872525
47646,0.8770136881379316
63423,0.9837327180076398
109453,0.9288927833579035
43299,1.007621152171137
86879,0.9651883334256635
51882,0.9867284942439164
84497,0.4674818545017414
19699,0.8937913627153098
52164,0.9418413789328905
36055,0.9059019789441435
17844,0.9888726911417353
12006,0.9781950475690407
51731,0.9999616120265048
101823,0.8874716362332987
70611,0.9803212789426647
57291,0.7370849637541644
3315,0.9289703359088766
6841,0.9244288592941994
95636,0.7585909910132718
89508,1.0012221082382393
78357,0.9418108616366198
30363,1.0067023176739807
65880,0.9528629512419616
79166,0.9188244704619666
16883,0.8752357068823686
19400,0.997264780207311
97846,0.9770896124361081
35938,0.9345408514779355
109739,0.9693473945204806
7542,0.9077899296166774
62506,1.0084238879057486
106686,0.9645352902090325
22500,0.9850873615158422
73566,0.9412116962249472
34462,1.0182573504396872
109,0.9664549289466265
82344,0.9849590078025577
70324,0.9864268690388553
47235,1.014260234364559
78355,0.9572616091475662
97012,0.9133341109795349
103271,1.0202026889667102
54640,0.9868003926916423
18452,0.909033210784531
80733,0.9081255916240161
22069,0.9315725402519001
63586,0.9946569189810222
63069,0.9805261978512504
66451,0.974613903110946
5163,1.0090080210995982
6542,1.016876123472172
79333,1.0009715159099617
8752,0.9962082914989993
37396,1.0220483373075424
27502,0.9171431752077396
65597,0.962413301456212
50178,0.9747607082707213
51709,0.8841679257093219
32294,0.9592950552748729
76360,0.985288042187314
51635,1.0027508197599633
103391,0.2397608589922266
59747,0.7923715561400904
21498,0.9543596563440309
18771,0.9835840428804286
34501,0.9194893985047288
77807,0.9486038533317176
26350,0.8771374321692128
105355,0.894012608665026
5469,0.9949430631705128
23826,0.5471527065577596
9399,0.9878443692818288
44862,0.9427417304552229
104114,0.9932098147894541
20407,0.9000048894369804
7541,1.0110849469389986
72892,0.9486407550874387
81994,1.0152868743551533
111007,0.9943735175815598
83350,1.0021671269484007
55682,0.9613017833888614
26680,1.0181406098565962
109949,0.9587383127824408
12482,0.9896837534660448
108210,0.9996713348951037
35717,1.0197505618612137
74030,0.9279499085054851
18407,0.8472636045767581
113337,0.8878743602430172
81673,0.9543179640281395
80808,1.0039545608815792
87300,0.9881641417606651
113610,1.0028138593441334
68221,0.9969575130627424
32307,0.9959713508776898
53974,0.9731909578455383
80255,0.9452760651729653
37547,0.9390744237709613
